Id,Label,timeset,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,componentnumber,strongcompnum,pageranks,Clustering Coefficient
806,806,,1,0,1,0,0,0,0,0,0,235,0.000065,0
808,808,,1,1,2,7,0.230127,0.236158,0,0,0,1115,0.000072,0
762,762,,3,3,6,7,0.234558,0.242411,13868.0472,0,0,1115,0.000164,0
809,809,,1,1,2,7,0.243829,0.250297,0,0,0,1115,0.000059,0
810,810,,1,1,2,7,0.231723,0.237327,0,0,0,1115,0.000064,0
811,811,,3,3,6,7,0.24766,0.254619,433.81923,0.333333,0,1115,0.000112,0.333333
812,812,,4,4,8,7,0.246398,0.253465,468.740091,0.166667,0,1115,0.000153,0.166667
813,813,,1,1,2,7,0.256525,0.264513,0,0,0,1115,0.000052,0
814,814,,1,1,2,8,0.221406,0.227084,0,0,0,1115,0.000064,0
815,815,,2,2,4,7,0.230146,0.237481,118.341607,0,0,1115,0.000094,0
816,816,,1,1,2,8,0.197541,0.201526,0,0,0,1115,0.000088,0
817,817,,2,2,4,7,0.230146,0.236272,10579,0,0,1115,0.000159,0
818,818,,3,3,6,7,0.261737,0.27114,4390.681702,0,0,1115,0.000143,0
819,819,,2,1,3,1,1,1,4734,0,0,216,0.000311,0
820,820,,7,5,12,7,0.258521,0.268414,1232.872753,0.214286,0,1115,0.000218,0.238095
821,821,,1,1,2,7,0.243454,0.249925,0,0,0,1115,0.00006,0
823,823,,19,20,39,6,0.340892,0.360468,28901.62794,0.161905,0,1115,0.000425,0.171429
9,9,,1,1,2,6,0.295085,0.305292,0,0,0,1115,0.000055,0
824,824,,8,8,16,7,0.265312,0.276195,16648.34783,0.125,0,1115,0.000303,0.142857
826,826,,2,2,4,7,0.218682,0.224283,0,1,0,1115,0.000106,1
827,827,,9,6,15,7,0.266898,0.277588,7092.807045,0.097222,0,1115,0.000277,0.111111
828,828,,1,2,3,7,0.256087,0.264732,24.761797,0,0,1115,0.000059,0
829,829,,2,0,2,0,0,0,0,0,0,393,0.000083,0
830,830,,3,3,6,7,0.236972,0.245497,1338.238431,0,0,1115,0.000127,0
831,831,,1,0,1,0,0,0,0,0,0,167,0.000054,0
833,833,,2,2,4,7,0.222112,0.227769,9.525209,0,0,1115,0.000089,0
834,834,,3,0,3,0,0,0,0,0,0,145,0.000127,0
835,835,,4,4,8,7,0.266764,0.275776,10530.0567,0,0,1115,0.000146,0
836,836,,1,1,2,7,0.29281,0.311154,0,0,0,1115,0.000052,0
837,837,,2,2,4,8,0.210845,0.216236,17.509417,0,0,1115,0.000112,0
838,838,,8,9,17,6,0.30991,0.330649,7998.859417,0.244444,0,1115,0.000206,0.311111
839,839,,2,2,4,8,0.180784,0.184459,36.739431,0,0,1115,0.000134,0
840,840,,1,0,1,0,0,0,0,0,0,379,0.000059,0
832,832,,92,77,169,6,0.317102,0.337013,389453.4931,0.022229,0,1115,0.0029,0.024485
841,841,,3,4,7,6,0.304615,0.321027,6249.294169,0.333333,0,1115,0.000092,0.333333
842,842,,3,4,7,7,0.257383,0.266641,1473.460277,0,0,1115,0.00012,0
843,843,,1,1,2,7,0.242093,0.248281,0,0,0,1115,0.000062,0
844,844,,1,2,3,7,0.252777,0.262025,1619.755081,0,0,1115,0.000061,0
845,845,,2,2,4,7,0.241404,0.247805,79.293684,0,0,1115,0.000093,0
846,846,,7,7,14,6,0.282717,0.294944,3179.589373,0.107143,0,1115,0.000204,0.107143
847,847,,5,5,10,6,0.280682,0.291863,2258.251521,0.05,0,1115,0.000166,0.1
848,848,,1,1,2,7,0.240767,0.248417,0,0,0,1115,0.000067,0
849,849,,2,2,4,7,0.240599,0.24701,15.004053,0,0,1115,0.000081,0
850,850,,2,1,3,7,0.235978,0.241516,89.813363,0,0,1115,0.000083,0
851,851,,4,5,9,7,0.260397,0.269835,3953.858855,0.1,0,1115,0.00013,0.1
852,852,,1,1,2,7,0.241803,0.248117,0,0,0,1115,0.00006,0
853,853,,8,8,16,7,0.256559,0.265622,9250.284221,0.013889,0,1115,0.000262,0.027778
854,854,,2,1,3,8,0.20885,0.213675,37.62241,0,0,1115,0.000094,0
855,855,,1,1,2,7,0.243454,0.249925,0,0,0,1115,0.00006,0
856,856,,14,14,28,6,0.315682,0.330181,24964.80395,0.114379,0,1115,0.000316,0.163399
857,857,,2,2,4,7,0.252843,0.26097,186.273495,0,0,1115,0.000086,0
858,858,,1,0,1,0,0,0,0,0,0,253,0.000054,0
859,859,,1,1,2,7,0.273258,0.282685,0,0,0,1115,0.000055,0
860,860,,1,1,2,7,0.230845,0.236643,0,0,0,1115,0.000056,0
861,861,,9,4,13,6,0.29884,0.30971,3983.144606,0.083333,0,1115,0.000219,0.083333
862,862,,11,10,21,6,0.316639,0.336149,28766.70266,0.081818,0,1115,0.000322,0.090909
863,863,,2,2,4,7,0.245745,0.253695,18.252846,0,0,1115,0.000079,0
864,864,,3,3,6,7,0.241125,0.249078,6164.877097,0,0,1115,0.000194,0
771,771,,1,0,1,0,0,0,0,0,0,394,0.000058,0
865,865,,2,1,3,7,0.243454,0.249925,18.776558,0,0,1115,0.000081,0
866,866,,4,4,8,7,0.250182,0.258918,11012.13765,0.166667,0,1115,0.000184,0.166667
867,867,,3,2,5,7,0.247335,0.255005,61.217148,0.333333,0,1115,0.000117,0.333333
868,868,,1,1,2,7,0.240767,0.248417,0,0,0,1115,0.000067,0
869,869,,2,1,3,7,0.2405,0.248578,61.63102,0,0,1115,0.000077,0
870,870,,6,9,15,7,0.303966,0.317908,13638.34588,0.319444,0,1115,0.000149,0.472222
871,871,,3,1,4,8,0.194286,0.198261,457.090991,0,0,1115,0.000112,0
872,872,,4,3,7,6,0.316279,0.334716,7384.195486,0.166667,0,1115,0.000128,0.166667
873,873,,2,2,4,6,0.297124,0.316074,3785.858888,0,0,1115,0.000084,0
874,874,,2,2,4,8,0.214118,0.219394,28.197397,0,0,1115,0.000095,0
875,875,,5,5,10,7,0.27489,0.285226,1997.466504,0,0,1115,0.000189,0
876,876,,1,2,3,7,0.282158,0.29165,29.536746,0,0,1115,0.000062,0
877,877,,2,2,4,7,0.288847,0.299358,132.837166,0,0,1115,0.000078,0
878,878,,1,1,2,6,0.278702,0.289925,0,0,0,1115,0.000057,0
879,879,,2,2,4,7,0.243099,0.249991,323.138696,0,0,1115,0.000106,0
880,880,,2,2,4,7,0.243049,0.250582,0,1,0,1115,0.000105,1
883,883,,1,1,2,2,0.666667,0.75,0,0,0,794,0.000206,0
882,882,,53,56,109,6,0.343052,0.36346,171475.1982,0.096875,0,1115,0.001461,0.109615
884,884,,1,1,2,7,0.255438,0.263107,0,0,0,1115,0.000057,0
886,886,,2,2,4,7,0.243383,0.251001,0,1,0,1115,0.000098,1
887,887,,1,1,2,7,0.288534,0.299249,0,0,0,1115,0.000052,0
888,888,,1,1,2,7,0.22686,0.232895,0,0,0,1115,0.000062,0
890,890,,1,0,1,0,0,0,0,0,0,250,0.000055,0
891,891,,2,2,4,7,0.247168,0.254281,24.763861,0.5,0,1115,0.000091,1
892,892,,6,7,13,6,0.31221,0.324937,12059.53113,0.095238,0,1115,0.000175,0.095238
893,893,,1,1,2,8,0.196989,0.200335,0,0,0,1115,0.000075,0
822,822,,4,0,4,0,0,0,0,0,0,75,0.000145,0
894,894,,13,12,25,7,0.28654,0.300552,25061.87645,0.054167,0,1115,0.000325,0.066667
895,895,,1,0,1,0,0,0,0,0,0,489,0.000059,0
896,896,,7,0,7,0,0,0,0,0.095238,0,64,0.000159,0.142857
897,897,,1,2,3,7,0.233714,0.239414,17.349067,0,0,1115,0.000067,0
898,898,,2,2,4,7,0.240877,0.24867,0,1,0,1115,0.000106,1
899,899,,3,4,7,7,0.265276,0.275063,5427.031928,0,0,1115,0.000104,0
900,900,,12,12,24,6,0.322009,0.341202,31750.38685,0.057692,0,1115,0.000352,0.064103
901,901,,1,1,2,8,0.220763,0.225637,0,0,0,1115,0.000066,0
902,902,,4,2,6,7,0.232405,0.238276,1060.904968,0,0,1115,0.000155,0
903,903,,5,6,11,7,0.2398,0.247009,8662.300308,0,0,1115,0.000298,0
904,904,,6,8,14,7,0.266351,0.277396,17894.51773,0,0,1115,0.000268,0
906,906,,9,7,16,6,0.293825,0.307242,4293.922678,0.155556,0,1115,0.000235,0.155556
907,907,,6,7,13,7,0.262749,0.272874,3407.345406,0,0,1115,0.000189,0
908,908,,54,44,98,6,0.296823,0.313492,185566.7374,0.029293,0,1115,0.001728,0.03569
910,910,,3,2,5,7,0.289176,0.299925,168.950809,0,0,1115,0.000099,0
911,911,,2,4,6,7,0.246252,0.255263,10628.37655,0.166667,0,1115,0.00012,0.166667
912,912,,2,3,5,7,0.244053,0.250787,429.835023,0,0,1115,0.000092,0
913,913,,4,4,8,7,0.29044,0.302025,995.93988,0,0,1115,0.000121,0
909,909,,1,1,2,7,0.228893,0.235761,0,0,0,1115,0.000068,0
914,914,,1,1,2,8,0.20885,0.213675,0,0,0,1115,0.000076,0
915,915,,3,3,6,7,0.24618,0.254045,366.752476,0.166667,0,1115,0.000116,0.333333
916,916,,1,1,2,7,0.227602,0.234044,0,0,0,1115,0.000058,0
917,917,,10,10,20,7,0.26196,0.272481,29510.55,0.018182,0,1115,0.000373,0.018182
918,918,,1,1,2,7,0.250182,0.256906,0,0,0,1115,0.000054,0
919,919,,1,1,2,7,0.228893,0.235761,0,0,0,1115,0.000068,0
920,920,,9,9,18,7,0.273309,0.285299,23190.06878,0.166667,0,1115,0.000307,0.166667
921,921,,12,12,24,7,0.302269,0.314052,14193.90159,0.075758,0,1115,0.000327,0.075758
922,922,,9,8,17,7,0.276894,0.288294,13416.32655,0.013889,0,1115,0.00027,0.027778
924,924,,1,1,2,7,0.235578,0.241086,0,0,0,1115,0.000057,0
925,925,,21,21,42,6,0.321902,0.337275,46039.01118,0.088745,0,1115,0.00056,0.099567
926,926,,3,3,6,7,0.235531,0.241777,194.643954,0,0,1115,0.000109,0
927,927,,3,3,6,6,0.303966,0.315282,830.590684,0.5,0,1115,0.000107,1
928,928,,7,5,12,7,0.25196,0.261026,1417.397329,0.261905,0,1115,0.000248,0.285714
929,929,,14,9,23,6,0.296717,0.309299,29316.22985,0.049451,0,1115,0.000429,0.054945
930,930,,2,1,3,7,0.22686,0.232895,52.372713,0,0,1115,0.000088,0
931,931,,6,5,11,6,0.281154,0.293126,1602.524915,0.333333,0,1115,0.000154,0.4
933,933,,1,1,2,7,0.233658,0.239258,0,0,0,1115,0.00006,0
934,934,,2,2,4,7,0.244196,0.252352,291.770563,0,0,1115,0.000105,0
936,936,,1,0,1,0,0,0,0,0,0,215,0.000056,0
937,937,,57,56,113,6,0.328171,0.345979,111825.4269,0.050125,0,1115,0.001353,0.052632
885,885,,6,6,12,7,0.221784,0.22885,2320.494865,0.066667,0,1115,0.000246,0.066667
938,938,,2,1,3,7,0.247492,0.25561,37.903462,0,0,1115,0.000076,0
923,923,,31,31,62,6,0.328872,0.349347,194345.1851,0.055258,0,1115,0.000996,0.060606
939,939,,2,2,4,7,0.234822,0.242238,379.092312,0,0,1115,0.000098,0
940,940,,2,2,4,7,0.245148,0.253613,41.759075,0,0,1115,0.000086,0
942,942,,2,1,3,7,0.223189,0.22848,12.660332,0,0,1115,0.000087,0
943,943,,7,7,14,8,0.23143,0.237766,22404.61586,0,0,1115,0.000278,0
944,944,,1,1,2,9,0.187942,0.191174,0,0,0,1115,0.000069,0
946,946,,2,2,4,8,0.205952,0.211597,130.011326,0,0,1115,0.000103,0
947,947,,1,1,2,8,0.205691,0.209854,0,0,0,1115,0.000067,0
889,889,,1,2,3,8,0.212918,0.218631,132.946173,0,0,1115,0.000056,0
941,941,,2,3,5,7,0.247618,0.254988,357.961638,0,0,1115,0.000098,0
948,948,,4,4,8,6,0.284325,0.296936,21156,0.166667,0,1115,0.000217,0.166667
949,949,,1,0,1,0,0,0,0,0,0,258,0.000062,0
950,950,,4,4,8,7,0.293648,0.312319,25693.14582,0.166667,0,1115,0.000152,0.166667
951,951,,1,1,2,7,0.23001,0.235096,0,0,0,1115,0.000064,0
952,952,,1,1,2,8,0.207589,0.212543,0,0,0,1115,0.000067,0
954,954,,3,2,5,7,0.232553,0.239709,1875.912227,0,0,1115,0.000113,0
932,932,,1,2,3,7,0.22964,0.236578,0,1,0,1115,0.000068,1
955,955,,1,1,2,8,0.203161,0.207471,0,0,0,1115,0.000072,0
956,956,,1,1,2,7,0.240767,0.248417,0,0,0,1115,0.000067,0
957,957,,3,2,5,7,0.242213,0.250109,408.351593,0,0,1115,0.00013,0
959,959,,3,2,5,7,0.249095,0.258063,305.02994,0.333333,0,1115,0.000124,0.333333
960,960,,2,2,4,7,0.242213,0.250109,258.791195,0,0,1115,0.000107,0
961,961,,4,4,8,6,0.276632,0.287132,1052.169925,0.083333,0,1115,0.000144,0.166667
963,963,,6,6,12,6,0.282485,0.294497,13861.33688,0,0,1115,0.000214,0
964,964,,1,1,2,6,0.278702,0.289925,0,0,0,1115,0.000057,0
966,966,,1,1,2,9,0.187942,0.191174,0,0,0,1115,0.000069,0
967,967,,10,10,20,7,0.255617,0.265104,5818.280684,0.036364,0,1115,0.000316,0.036364
968,968,,1,2,3,7,0.232553,0.238213,58.007402,0,0,1115,0.000058,0
935,935,,7,6,13,6,0.303934,0.317368,12609.38401,0.166667,0,1115,0.000218,0.190476
965,965,,1,0,1,0,0,0,0,0,0,392,0.000058,0
969,969,,1,1,2,8,0.205691,0.209854,0,0,0,1115,0.000067,0
825,825,,1,1,2,6,0.259923,0.269451,0,0,0,1115,0.000057,0
970,970,,1,1,2,7,0.281411,0.291799,0,0,0,1115,0.000051,0
971,971,,1,0,1,0,0,0,0,0,0,150,0.000058,0
972,972,,6,7,13,7,0.255762,0.265427,4543.95182,0.017857,0,1115,0.000202,0.035714
973,973,,2,2,4,7,0.231907,0.237632,5442.166387,0,0,1115,0.000121,0
974,974,,1,1,2,7,0.229468,0.23647,0,0,0,1115,0.00006,0
975,975,,5,4,9,7,0.238538,0.245885,3679.369342,0.05,0,1115,0.000147,0.1
976,976,,1,1,2,7,0.29281,0.311154,0,0,0,1115,0.000052,0
977,977,,2,2,4,7,0.248228,0.256593,64.459033,0,0,1115,0.000088,0
953,953,,7,8,15,7,0.259185,0.269864,1933.28036,0,0,1115,0.000245,0
978,978,,16,14,30,7,0.275265,0.285959,29018.87612,0.008333,0,1115,0.000658,0.008333
979,979,,1,1,2,8,0.215857,0.220767,0,0,0,1115,0.000075,0
980,980,,1,1,2,7,0.25827,0.266431,18.199382,0,0,1115,0.000058,0
981,981,,2,2,4,8,0.197708,0.202206,80.173618,0,0,1115,0.000135,0
982,982,,5,5,10,8,0.234869,0.243407,18557.69774,0,0,1115,0.000283,0
983,983,,1,1,2,9,0.190204,0.194572,0,0,0,1115,0.000083,0
984,984,,5,5,10,6,0.263768,0.274376,577.223364,0.366667,0,1115,0.000138,0.4
985,985,,1,1,2,7,0.230845,0.236643,0,0,0,1115,0.000056,0
986,986,,2,2,4,7,0.270078,0.279406,229.128251,0,0,1115,0.000079,0
987,987,,2,2,4,7,0.225304,0.231563,58.531077,0,0,1115,0.000084,0
988,988,,12,13,25,7,0.273297,0.284458,29833.65025,0.065934,0,1115,0.000404,0.076923
989,989,,1,1,2,8,0.179024,0.18231,0,0,0,1115,0.000082,0
990,990,,1,1,2,7,0.229468,0.23647,0,0,0,1115,0.00006,0
991,991,,2,0,2,0,0,0,0,0,0,180,0.000081,0
993,993,,1,1,2,10,0.144781,0.146536,0,0,0,1115,0.00015,0
994,994,,2,3,5,7,0.26099,0.269855,79.805141,0,0,1115,0.000071,0
995,995,,4,2,6,8,0.210352,0.215543,10604.00391,0,0,1115,0.000222,0
905,905,,264,264,528,6,0.42761,0.461785,1664216.082,0.041526,0,1115,0.005366,0.048844
996,996,,1,1,2,8,0.179024,0.18231,0,0,0,1115,0.000082,0
997,997,,3,2,5,7,0.261562,0.270931,47.885583,0.166667,0,1115,0.000082,0.333333
999,999,,1,1,2,7,0.230137,0.235584,0,0,0,1115,0.000062,0
1000,1000,,1,1,2,8,0.199699,0.203607,0,0,0,1115,0.000077,0
1001,1001,,13,10,23,6,0.300792,0.312725,32489.18084,0.038462,0,1115,0.00037,0.054945
1002,1002,,1,1,2,7,0.231247,0.236474,0,0,0,1115,0.000066,0
1003,1003,,1,1,2,7,0.231247,0.236474,0,0,0,1115,0.000066,0
1004,1004,,2,1,3,8,0.215857,0.220767,67.245317,0,0,1115,0.000112,0
998,998,,1,0,1,0,0,0,0,0,0,384,0.000057,0
1006,1006,,2,2,4,7,0.263423,0.272944,0,1,0,1115,0.00009,1
1007,1007,,1,1,2,7,0.231723,0.237327,0,0,0,1115,0.000064,0
1008,1008,,6,7,13,7,0.24865,0.257693,59279.91795,0.047619,0,1115,0.000375,0.047619
1009,1009,,3,3,6,7,0.262183,0.271707,590.169737,0,0,1115,0.000123,0
1010,1010,,5,4,9,7,0.264795,0.275134,2204.333747,0.1,0,1115,0.000162,0.1
1011,1011,,3,3,6,6,0.284588,0.296814,193.009423,0.166667,0,1115,0.000105,0.333333
1012,1012,,2,1,3,8,0.199699,0.203607,59.483526,0,0,1115,0.000106,0
1013,1013,,11,9,20,7,0.257826,0.267645,15766.22186,0.127273,0,1115,0.000415,0.145455
1015,1015,,1,1,2,8,0.209688,0.214771,0,0,0,1115,0.000067,0
1016,1016,,1,1,2,7,0.228893,0.235761,0,0,0,1115,0.000068,0
1017,1017,,1,1,2,7,0.228893,0.235761,0,0,0,1115,0.000068,0
807,807,,1,1,2,6,0.259923,0.269451,0,0,0,1115,0.000057,0
1018,1018,,179,203,382,5,0.386134,0.419602,775675.1931,0.038803,0,1115,0.004075,0.044789
1019,1019,,3,6,9,6,0.28531,0.297287,12152.86272,0,0,1115,0.000112,0
1020,1020,,4,4,8,7,0.260455,0.269482,14431.0842,0.05,0,1115,0.000154,0.1
1021,1021,,2,3,5,8,0.211486,0.217674,377.373505,0,0,1115,0.0001,0
1022,1022,,1,2,3,8,0.207302,0.211931,8.66501,0,0,1115,0.000068,0
1023,1023,,2,1,3,7,0.247492,0.25561,69.39762,0,0,1115,0.000085,0
1024,1024,,2,2,4,7,0.243464,0.25206,0,1,0,1115,0.0001,1
1025,1025,,2,2,4,7,0.233939,0.239479,87.762644,0,0,1115,0.000095,0
1026,1026,,10,9,19,7,0.263947,0.275227,5044.430108,0.144444,0,1115,0.000304,0.155556
1027,1027,,1,1,2,7,0.240767,0.248417,0,0,0,1115,0.000067,0
1028,1028,,13,11,24,7,0.2864,0.299702,26275.11207,0.019231,0,1115,0.000386,0.025641
1029,1029,,1,1,2,7,0.252624,0.26174,0,0,0,1115,0.000061,0
1030,1030,,1,2,3,7,0.296131,0.314839,0,1,0,1115,0.000061,1
1031,1031,,1,1,2,9,0.169277,0.172047,0,0,0,1115,0.0001,0
1032,1032,,1,1,2,7,0.240767,0.248417,0,0,0,1115,0.000067,0
1033,1033,,1,1,2,7,0.240767,0.248417,0,0,0,1115,0.000067,0
1034,1034,,11,11,22,6,0.317188,0.331133,23944.55682,0.136364,0,1115,0.000296,0.145455
1035,1035,,1,0,1,0,0,0,0,0,0,144,0.000079,0
1036,1036,,2,3,5,7,0.236092,0.242194,51.105679,0.166667,0,1115,0.000071,0.333333
1037,1037,,5,4,9,7,0.246793,0.254039,5216.391628,0,0,1115,0.000204,0
1038,1038,,1,0,1,0,0,0,0,0,0,158,0.000058,0
1039,1039,,1,1,2,8,0.204984,0.209585,0,0,0,1115,0.000074,0
1005,1005,,13,11,24,7,0.23258,0.240944,31954.78618,0.043956,0,1115,0.000475,0.043956
1040,1040,,2,5,7,7,0.270428,0.280071,4362.627807,0.05,0,1115,0.000092,0.1
1041,1041,,1,0,1,0,0,0,0,0,0,810,0.000057,0
1042,1042,,2,2,4,8,0.215849,0.221632,43.795306,0,0,1115,0.000092,0
962,962,,11,10,21,6,0.296627,0.311773,16460.10439,0.172727,0,1115,0.000308,0.2
1044,1044,,13,13,26,6,0.344344,0.365618,16402.65766,0.445055,0,1115,0.000292,0.483516
1045,1045,,2,2,4,8,0.189366,0.193874,247.9669,0,0,1115,0.000126,0
1046,1046,,1,3,4,7,0.28619,0.296288,4790.905821,0,0,1115,0.000052,0
1047,1047,,1,1,2,7,0.240767,0.248417,0,0,0,1115,0.000067,0
1048,1048,,4,4,8,7,0.245323,0.252446,1062.255835,0.166667,0,1115,0.000173,0.166667
1049,1049,,1,1,2,7,0.248904,0.255473,0,0,0,1115,0.000055,0
1050,1050,,3,3,6,7,0.244063,0.252358,854.931276,0.166667,0,1115,0.000135,0.333333
1051,1051,,2,2,4,7,0.25075,0.257767,161.748877,0,0,1115,0.000084,0
1052,1052,,8,54,62,6,0.385396,0.411357,90028.26053,0.141509,0,1115,0.000191,0.169113
1053,1053,,46,47,93,6,0.347186,0.367772,77710.77816,0.136525,0,1115,0.00105,0.146277
1054,1054,,2,2,4,8,0.214669,0.220278,10579,0,0,1115,0.000147,0
1055,1055,,2,1,3,8,0.199142,0.203589,154.522617,0,0,1115,0.000096,0
1056,1056,,2,2,4,8,0.199155,0.203703,10579,0,0,1115,0.000173,0
1057,1057,,2,2,4,7,0.250815,0.259422,57.63106,0,0,1115,0.000089,0
1014,1014,,3,3,6,7,0.236464,0.242973,572.640828,0,0,1115,0.000137,0
1043,1043,,15,16,31,7,0.295966,0.308395,28041.47644,0.036765,0,1115,0.000536,0.036765
1058,1058,,1,1,2,7,0.240946,0.247104,0,0,0,1115,0.000056,0
1059,1059,,1,1,2,8,0.199142,0.203589,0,0,0,1115,0.000081,0
1060,1060,,1,2,3,7,0.241135,0.248924,0,1,0,1115,0.000067,1
1061,1061,,1,1,2,7,0.247095,0.253922,0,0,0,1115,0.000056,0
1062,1062,,6,5,11,8,0.207781,0.21306,21372.31589,0,0,1115,0.000362,0
1063,1063,,3,3,6,7,0.240095,0.247224,249.303636,0,0,1115,0.000112,0
958,958,,4,4,8,7,0.241394,0.249508,2290.511446,0,0,1115,0.000209,0
1065,1065,,6,4,10,8,0.236723,0.243499,12342.54298,0,0,1115,0.000209,0
1066,1066,,4,4,8,7,0.277393,0.287473,116.96339,0,0,1115,0.000116,0
992,992,,1,1,2,7,0.228893,0.235761,0,0,0,1115,0.000068,0
1068,1068,,4,2,6,7,0.248872,0.256369,10744.52294,0,0,1115,0.000204,0
1069,1069,,2,1,3,7,0.230763,0.23577,8.265901,0,0,1115,0.000066,0
1070,1070,,1,1,2,7,0.242093,0.248281,0,0,0,1115,0.000062,0
1071,1071,,1,1,2,9,0.17204,0.174935,0,0,0,1115,0.000096,0
1073,1073,,5,5,10,7,0.270215,0.280683,649.842902,0.2,0,1115,0.000167,0.2
1074,1074,,4,4,8,7,0.234351,0.24234,1196.871724,0,0,1115,0.000162,0
1075,1075,,1,1,2,9,0.179216,0.182246,0,0,0,1115,0.000077,0
1076,1076,,2,0,2,0,0,0,0,0.5,0,214,0.000097,1
1077,1077,,1,1,2,8,0.205691,0.209854,0,0,0,1115,0.000067,0
1078,1078,,11,11,22,7,0.222739,0.228428,105700,0,0,1115,0.00108,0
1079,1079,,1,1,2,8,0.182169,0.185092,0,0,0,1115,0.000119,0
1080,1080,,1,1,2,8,0.182169,0.185092,0,0,0,1115,0.000119,0
1081,1081,,1,1,2,8,0.182169,0.185092,0,0,0,1115,0.000119,0
1082,1082,,1,1,2,8,0.182169,0.185092,0,0,0,1115,0.000119,0
1083,1083,,1,1,2,8,0.182169,0.185092,0,0,0,1115,0.000119,0
1084,1084,,4,3,7,8,0.205662,0.211448,1183.34405,0,0,1115,0.000193,0
1085,1085,,1,1,2,8,0.182169,0.185092,0,0,0,1115,0.000119,0
1086,1086,,1,1,2,8,0.182169,0.185092,0,0,0,1115,0.000119,0
1087,1087,,1,1,2,8,0.182169,0.185092,0,0,0,1115,0.000119,0
1088,1088,,1,1,2,8,0.182169,0.185092,0,0,0,1115,0.000119,0
1089,1089,,1,1,2,8,0.182169,0.185092,0,0,0,1115,0.000119,0
1072,1072,,0,1,1,7,0.250525,0.258701,0,0,0,1117,0.000035,0
1090,1090,,4,4,8,7,0.293103,0.311746,26237.46142,0.166667,0,1115,0.000189,0.166667
1091,1091,,1,0,1,0,0,0,0,0,0,70,0.000056,0
1092,1092,,12,22,34,6,0.294877,0.307587,30310.05843,0.064935,0,1115,0.000343,0.090909
1093,1093,,1,1,2,7,0.228911,0.235803,0,0.5,0,1115,0.000048,1
1094,1094,,29,31,60,6,0.317722,0.33282,50316.15035,0.058712,0,1115,0.000733,0.066288
1095,1095,,4,8,12,6,0.32288,0.342009,5047.302766,0.214286,0,1115,0.000097,0.25
1096,1096,,3,3,6,8,0.20444,0.209732,15345.59431,0,0,1115,0.000196,0
1097,1097,,1,1,2,9,0.169743,0.172695,0,0,0,1115,0.000091,0
1100,1100,,13,12,25,7,0.258087,0.269167,41786.62462,0.019231,0,1115,0.00047,0.025641
1098,1098,,12,11,23,6,0.296161,0.30922,15074.23581,0.041667,0,1115,0.000265,0.05
881,881,,1,1,2,6,0.278702,0.289925,0,0,0,1115,0.000057,0
1099,1099,,2,2,4,7,0.256255,0.26417,99.693233,0,0,1115,0.000083,0
1101,1101,,1,1,2,7,0.258247,0.266388,0,0,0,1115,0.000058,0
1102,1102,,1,1,2,7,0.222806,0.22894,0,0,0,1115,0.000067,0
1103,1103,,1,1,2,7,0.2285,0.234229,0,0,0,1115,0.000058,0
1104,1104,,5,6,11,7,0.263423,0.274143,1006.076607,0.071429,0,1115,0.000151,0.142857
1105,1105,,2,3,5,7,0.230182,0.236863,276.33725,0,0,1115,0.000099,0
1106,1106,,2,2,4,7,0.237811,0.244668,64.791546,0.5,0,1115,0.000082,1
1107,1107,,6,7,13,7,0.274477,0.284563,3411.047939,0.071429,0,1115,0.000201,0.095238
1108,1108,,1,1,2,7,0.258247,0.266388,0,0,0,1115,0.000058,0
461,461,,1,1,2,8,0.222155,0.226841,0,0,0,1115,0.000068,0
1109,1109,,1,1,2,7,0.247492,0.25561,0,0,0,1115,0.000062,0
1110,1110,,2,2,4,8,0.191149,0.194523,4879.548222,0,0,1115,0.000098,0
1111,1111,,1,1,2,8,0.187094,0.190332,0,0,0,1115,0.000103,0
1112,1112,,2,3,5,7,0.293619,0.312123,6000.019451,0,0,1115,0.000078,0
1113,1113,,5,5,10,6,0.306933,0.325593,5569.603499,0.3,0,1115,0.000129,0.4
1114,1114,,2,2,4,7,0.260536,0.268957,0,1,0,1115,0.000071,1
1116,1116,,2,0,2,0,0,0,0,0,0,136,0.000079,0
1117,1117,,1,1,2,7,0.258247,0.266388,0,0,0,1115,0.000058,0
1118,1118,,1,1,2,8,0.228384,0.233792,0,0,0,1115,0.000063,0
1119,1119,,6,5,11,7,0.265035,0.275075,8449.743678,0,0,1115,0.000259,0
1120,1120,,1,1,2,7,0.240946,0.247104,0,0,0,1115,0.000056,0
1121,1121,,2,2,4,7,0.233425,0.239563,237.645834,0,0,1115,0.000106,0
1122,1122,,1,1,2,8,0.216858,0.222094,0,0,0,1115,0.000064,0
1123,1123,,1,0,1,0,0,0,0,0,0,159,0.000068,0
1124,1124,,1,1,2,7,0.252624,0.26174,0,0,0,1115,0.000061,0
1125,1125,,1,1,2,7,0.255438,0.263107,0,0,0,1115,0.000057,0
1126,1126,,1,1,2,7,0.242093,0.248281,0,0,0,1115,0.000062,0
1127,1127,,2,3,5,7,0.235067,0.24181,80.148687,0.333333,0,1115,0.000077,0.333333
1128,1128,,7,7,14,6,0.297911,0.310351,3385.588483,0.095238,0,1115,0.000196,0.095238
1129,1129,,3,3,6,8,0.232442,0.238695,108.181825,0,0,1115,0.000132,0
