AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,IsSingleNode,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,selected,SelfLoops,shared name,Stress,TopologicalCoefficient
3.146699267,0.005445257,0.317793318,0.111111111,10,5,FALSE,376,14,0,10,0,0.957066015,FALSE,0,376,9990,0.159302326
3.163814181,0.004916928,0.316074189,0.432748538,19,6,FALSE,105,19.94736842,0,19,0,0.956723716,FALSE,0,105,12958,0.168599465
2.762836186,0.029177359,0.361946903,0.218461538,26,6,FALSE,150,18.57692308,0,26,0,0.964743276,FALSE,0,150,89304,0.118836292
3.166259169,0.006619464,0.315830116,0.210526316,20,7,FALSE,206,17.45,0,20,0,0.956674817,FALSE,0,206,16648,0.144214876
3.37408313,3.59E-04,0.296376812,0.782051282,13,6,FALSE,364,20.76923077,0,13,0,0.952518337,FALSE,0,364,3022,0.284510011
3.278728606,0.00488715,0.304996271,0.202614379,18,7,FALSE,369,15,0,18,0,0.954425428,FALSE,0,369,10660,0.148333333
3.359413203,0.001227849,0.297671033,0.133333333,6,7,FALSE,71,20,0,6,0,0.952811736,FALSE,0,71,8530,0.245833333
3.437652812,8.30E-04,0.290896159,0.5,4,7,FALSE,87,20.75,0,4,0,0.951246944,FALSE,0,87,4020,0.32421875
3.704156479,0.005110389,0.269966997,0.2,15,7,FALSE,100,12.2,0,15,0,0.94591687,FALSE,0,100,27566,0.151666667
4.237163814,0,0.236006924,1,2,8,FALSE,250,17.5,0,2,0,0.935256724,FALSE,0,250,0,0.729166667
3.745721271,7.49E-07,0.266971279,0.933333333,6,7,FALSE,23,23.33333333,0,6,0,0.945085575,FALSE,0,23,2,0.486111111
2.975550122,0.010983772,0.336072309,0.532467532,22,7,FALSE,205,23.81818182,0,22,0,0.960488998,FALSE,0,205,35270,0.154368359
3.190709046,0.012416395,0.313409962,0.411067194,23,7,FALSE,231,18.43478261,0,23,0,0.956185819,FALSE,0,231,19274,0.175569358
3.151589242,0.0023409,0.317300233,0.532467532,22,6,FALSE,300,20.86363636,0,22,0,0.956968215,FALSE,0,300,7354,0.204545455
4.655256724,0,0.214810924,0,1,8,FALSE,24,21,0,1,0,0.926894866,FALSE,0,24,0,0
4.547677262,0.002021999,0.219892473,0.494505495,14,8,FALSE,35,11.21428571,0,14,0,0.929046455,FALSE,0,35,3942,0.259136213
4.963325183,0,0.201477833,1,7,9,FALSE,25,12.85714286,0,7,0,0.920733496,FALSE,0,25,0,0.535714286
4.134474328,0.004822372,0.241868717,0.425,16,8,FALSE,79,10.0625,0,16,0,0.937310513,FALSE,0,79,26068,0.2515625
4.119804401,0.004003884,0.24272997,0.590909091,12,8,FALSE,124,10.83333333,0,12,0,0.937603912,FALSE,0,124,22528,0.328282828
4.237163814,0.003767124,0.236006924,0.487179487,13,8,FALSE,156,9.923076923,0,13,0,0.935256724,FALSE,0,156,23738,0.361823362
4.953545232,2.88E-05,0.201875617,0.822222222,10,9,FALSE,276,11.7,0,10,0,0.920929095,FALSE,0,276,54,0.468
4.799511002,4.82E-04,0.208354559,0.690909091,11,9,FALSE,298,11.90909091,0,11,0,0.92400978,FALSE,0,298,1232,0.35026738
4.129584352,0.005873425,0.242155121,0.505494505,14,8,FALSE,378,10.64285714,0,14,0,0.937408313,FALSE,0,378,36818,0.280075188
3.435207824,0.00117997,0.291103203,0.571428571,8,6,FALSE,26,15.5,0,8,0,0.951295844,FALSE,0,26,5086,0.224637681
3.39608802,0.005795759,0.294456443,0.384615385,13,6,FALSE,82,14.61538462,0,13,0,0.95207824,FALSE,0,82,27554,0.182692308
3.344743276,0.008839164,0.298976608,0.272727273,12,6,FALSE,166,15.83333333,0,12,0,0.953105134,FALSE,0,166,34082,0.176966292
4.097799511,4.72E-04,0.244033413,0.355555556,10,7,FALSE,383,14.4,0,10,0,0.93804401,FALSE,0,383,516,0.24
3.528117359,6.37E-04,0.283437283,0.8,6,6,FALSE,390,13.33333333,0,6,0,0.949437653,FALSE,0,390,2898,0.317460317
3.789731051,0,0.263870968,0,1,6,FALSE,27,25,0,1,0,0.944205379,FALSE,0,27,0,0
4.173594132,0.001146186,0.23960164,0.285714286,8,8,FALSE,86,8.25,0,8,0,0.936528117,FALSE,0,86,3260,0.203125
3.293398533,0.007124109,0.303637713,0.163636364,11,7,FALSE,312,15.90909091,0,11,0,0.954132029,FALSE,0,312,33168,0.166507177
2.848410758,0.009532251,0.351072961,0.294871795,13,6,FALSE,38,19.23076923,0,13,0,0.963031785,FALSE,0,38,28604,0.139809096
2.914425428,0.012614632,0.343120805,0.19047619,15,6,FALSE,132,18.73333333,0,15,0,0.961711491,FALSE,0,132,44148,0.144791667
3.08801956,0.001289997,0.323832146,0.142857143,7,6,FALSE,135,21.85714286,0,7,0,0.958239609,FALSE,0,135,2680,0.217142857
3.288508557,0.00620945,0.304089219,0.241666667,16,6,FALSE,285,15.5625,0,16,0,0.954229829,FALSE,0,285,16082,0.174157303
3.474327628,1.06E-04,0.287825475,0,2,6,FALSE,322,26,0,2,0,0.950513447,FALSE,0,322,218,0.5
3.119804401,0.009170833,0.320532915,0.217948718,13,6,FALSE,326,19.15384615,0,13,0,0.957603912,FALSE,0,326,34500,0.16232073
3.312958435,0,0.301845018,1,2,6,FALSE,400,27.5,0,2,0,0.953740831,FALSE,0,400,0,0.597826087
4.224938875,3.55E-04,0.236689815,0.133333333,6,7,FALSE,33,16,0,6,0,0.935501222,FALSE,0,33,578,0.270114943
3.533007335,0.020324616,0.283044983,0.180952381,15,6,FALSE,253,13.8,0,15,0,0.949339853,FALSE,0,253,38742,0.154307116
3.552567237,0.0024396,0.281486579,0.447368421,20,6,FALSE,310,16.3,0,20,0,0.948948655,FALSE,0,310,10602,0.196385542
3.628361858,3.74E-04,0.275606469,0.357142857,8,7,FALSE,34,22.125,0,8,0,0.947432763,FALSE,0,34,674,0.295
3.584352078,0.002008433,0.27899045,0.214285714,8,6,FALSE,45,15.375,0,8,0,0.948312958,FALSE,0,45,2910,0.201666667
3.271393643,0.001964486,0.30568012,0.503623188,24,6,FALSE,121,21.08333333,0,24,0,0.954572127,FALSE,0,121,5318,0.219618056
4.139364303,0.003768654,0.241582989,0.4,16,8,FALSE,50,9.375,0,16,0,0.937212714,FALSE,0,50,15410,0.275735294
4.04400978,0.001949078,0.247279323,0.523809524,7,8,FALSE,55,13.85714286,0,7,0,0.939119804,FALSE,0,55,6010,0.285714286
4.139364303,7.70E-04,0.241582989,0.444444444,9,8,FALSE,334,11.11111111,0,9,0,0.937212714,FALSE,0,334,3614,0.292397661
4.195599022,8.39E-04,0.238344988,0.733333333,6,8,FALSE,387,12.66666667,0,6,0,0.93608802,FALSE,0,387,6210,0.408602151
4.151589242,0.001458113,0.240871614,0.428571429,8,8,FALSE,389,10.5,0,8,0,0.936968215,FALSE,0,389,11810,0.318181818
3.163814181,0.007237297,0.316074189,0.307692308,14,7,FALSE,36,19.85714286,0,14,0,0.956723716,FALSE,0,36,14114,0.161592506
3.073349633,0.00238264,0.325377884,0.542105263,20,6,FALSE,114,23.8,0,20,0,0.958533007,FALSE,0,114,7032,0.1904
4.161369193,0,0.240305523,0,1,8,FALSE,219,14,0,1,0,0.936772616,FALSE,0,219,0,0
3.400977995,0.001624389,0.29403307,0.497076023,19,7,FALSE,261,19.21052632,0,19,0,0.95198044,FALSE,0,261,2350,0.228070175
3.408312958,5.12E-04,0.293400287,0.285714286,8,7,FALSE,358,16.5,0,8,0,0.951833741,FALSE,0,358,800,0.216666667
3.190709046,0.002207648,0.313409962,0.494071146,23,7,FALSE,408,21.2173913,0,23,0,0.956185819,FALSE,0,408,5380,0.187764525
3.134474328,0.002762493,0.319032761,0.393939394,12,5,FALSE,169,13.58333333,0,12,0,0.957310513,FALSE,0,169,5322,0.175324675
2.992665037,0.008409442,0.334150327,0.090909091,11,6,FALSE,259,16.90909091,0,11,0,0.960146699,FALSE,0,259,18616,0.137490609
3.694376528,6.17E-04,0.270681668,0.333333333,9,6,FALSE,351,18.55555556,0,9,0,0.946112469,FALSE,0,351,924,0.329365079
3.963325183,0.002341539,0.252313387,0.333333333,16,7,FALSE,68,15.5,0,16,0,0.940733496,FALSE,0,68,3734,0.198717949
4.11002445,9.89E-04,0.243307555,0.222222222,9,7,FALSE,80,13,0,9,0,0.937799511,FALSE,0,80,1276,0.216572505
3.518337408,0.008227172,0.284225156,0.257894737,20,6,FALSE,137,14.65,0,20,0,0.949633252,FALSE,0,137,32042,0.157526882
4.990220049,0,0.200391965,1,2,8,FALSE,138,14.5,0,2,0,0.920195599,FALSE,0,138,0,0.58
4.386308068,6.42E-04,0.227982163,0.464285714,8,7,FALSE,230,12.375,0,8,0,0.932273839,FALSE,0,230,3164,0.28125
4.82396088,5.57E-04,0.20729853,0.416666667,9,8,FALSE,254,11.77777778,0,9,0,0.923520782,FALSE,0,254,590,0.256038647
4.885085575,1.32E-05,0.204704705,0,2,8,FALSE,289,20,0,2,0,0.922298289,FALSE,0,289,28,0.59375
3.552567237,0.005313144,0.281486579,0.294117647,17,6,FALSE,325,15.94117647,0,17,0,0.948948655,FALSE,0,325,23308,0.183231913
4.381418093,1.66E-04,0.228236607,0.476190476,7,7,FALSE,346,13.71428571,0,7,0,0.932371638,FALSE,0,346,210,0.282738095
4.965770171,3.43E-04,0.201378631,0.2,5,8,FALSE,394,8.6,0,5,0,0.920684597,FALSE,0,394,292,0.292857143
4.371638142,4.79E-05,0.228747204,0.166666667,4,7,FALSE,395,18.5,0,4,0,0.932567237,FALSE,0,395,96,0.339622642
3.5599022,0.003959853,0.280906593,0.384615385,14,6,FALSE,406,17.42857143,0,14,0,0.948801956,FALSE,0,406,15914,0.200328407
3.327628362,0.003397977,0.300514328,0.095238095,7,7,FALSE,207,21.85714286,0,7,0,0.953447433,FALSE,0,207,11058,0.230414747
4.041564792,1.80E-04,0.247428917,0.333333333,6,8,FALSE,281,11.5,0,6,0,0.939168704,FALSE,0,281,500,0.306306306
3.383863081,0.012586375,0.295520231,0.238095238,7,7,FALSE,42,14,0,7,0,0.952322738,FALSE,0,42,16206,0.2
4.378973105,0,0.228364042,1,2,8,FALSE,190,4.5,0,2,0,0.932420538,FALSE,0,190,0,0.642857143
4.378973105,0,0.228364042,1,2,8,FALSE,264,4.5,0,2,0,0.932420538,FALSE,0,264,0,0.642857143
3.278728606,0.022283246,0.304996271,0.222222222,10,7,FALSE,373,17.2,0,10,0,0.954425428,FALSE,0,373,73512,0.17029703
3.188264059,0.001200114,0.313650307,0.640692641,22,6,FALSE,67,24.86363636,0,22,0,0.956234719,FALSE,0,67,3352,0.226033058
3.158924205,0.005467277,0.316563467,0.243589744,13,6,FALSE,81,17.38461538,0,13,0,0.956821516,FALSE,0,81,14408,0.168174962
3.33007335,1.41E-04,0.300293686,0.764705882,17,6,FALSE,154,24.41176471,0,17,0,0.953398533,FALSE,0,154,482,0.287197232
3.305623472,1.34E-04,0.302514793,0.727941176,17,6,FALSE,184,25.47058824,0,17,0,0.953887531,FALSE,0,184,442,0.27685422
3.256723716,0.00350861,0.307057057,0.307692308,14,7,FALSE,251,19.07142857,0,14,0,0.954865526,FALSE,0,251,6326,0.169642857
3.08801956,0.003118697,0.323832146,0.636363636,22,5,FALSE,255,22.59090909,0,22,0,0.958239609,FALSE,0,255,11694,0.225909091
3.239608802,0.002961737,0.308679245,0.509881423,23,6,FALSE,357,21.39130435,0,23,0,0.955207824,FALSE,0,357,5134,0.203726708
3.334963325,2.99E-04,0.299853372,0.464285714,8,7,FALSE,44,23,0,8,0,0.953300733,FALSE,0,44,672,0.247311828
3.212713936,0.005792211,0.311263318,0.192307692,13,7,FALSE,191,16.15384615,0,13,0,0.955745721,FALSE,0,191,16232,0.146853147
3.024449878,0.007086467,0.330638642,0.272727273,11,5,FALSE,122,20.27272727,0,11,0,0.959511002,FALSE,0,122,17096,0.181818182
3.271393643,0.010203965,0.30568012,0.380952381,7,6,FALSE,142,10.14285714,0,7,0,0.954572127,FALSE,0,142,16156,0.217391304
3.528117359,0.005471759,0.283437283,0.254545455,11,6,FALSE,246,11.90909091,0,11,0,0.949437653,FALSE,0,246,12000,0.151515152
3,0.020452539,0.333333333,0.238095238,15,5,FALSE,404,15.2,0,15,0,0.96,FALSE,0,404,63662,0.151515152
4.061124694,0,0.246237207,1,3,7,FALSE,405,8.666666667,0,3,0,0.938777506,FALSE,0,405,0,0.541666667
3.537897311,0.002963067,0.282653766,0.425,16,6,FALSE,46,18,0,16,0,0.949242054,FALSE,0,46,9574,0.202247191
3.577017115,0.008677851,0.279562543,0.4,10,6,FALSE,113,18.4,0,10,0,0.948459658,FALSE,0,113,26876,0.224390244
3.591687042,0.001039804,0.278420694,0.695238095,15,6,FALSE,187,17.93333333,0,15,0,0.948166259,FALSE,0,187,6502,0.242342342
4.459657702,1.68E-05,0.224232456,0.833333333,4,7,FALSE,344,13.5,0,4,0,0.930806846,FALSE,0,344,32,0.435483871
3.611246944,1.05E-04,0.276912661,0.535714286,8,6,FALSE,374,21.25,0,8,0,0.947775061,FALSE,0,374,186,0.275974026
3.207823961,0.0048622,0.311737805,0.529644269,23,7,FALSE,111,21,0,23,0,0.955843521,FALSE,0,111,9870,0.188797493
3.616136919,6.91E-06,0.276538201,0.923076923,13,7,FALSE,47,20.15384615,0,13,0,0.947677262,FALSE,0,47,16,0.419871795
3.537897311,7.35E-05,0.282653766,0.825,16,7,FALSE,147,20.375,0,16,0,0.949242054,FALSE,0,147,230,0.318359375
3.444987775,5.42E-04,0.290276792,0.764705882,17,7,FALSE,168,19.11764706,0,17,0,0.951100244,FALSE,0,168,1266,0.308349146
3.496332518,2.11E-04,0.286013986,0.824175824,14,7,FALSE,177,19.64285714,0,14,0,0.95007335,FALSE,0,177,682,0.338669951
3.391198044,0.001206823,0.294881038,0.679738562,18,7,FALSE,180,19.72222222,0,18,0,0.952176039,FALSE,0,180,2248,0.236947791
3.400977995,9.04E-04,0.29403307,0.551470588,17,7,FALSE,189,20.58823529,0,17,0,0.95198044,FALSE,0,189,2412,0.259865972
3.435207824,3.11E-04,0.291103203,0.757352941,17,7,FALSE,213,20.82352941,0,17,0,0.951295844,FALSE,0,213,1076,0.289215686
3.442542787,2.90E-04,0.290482955,0.794117647,17,7,FALSE,237,20.47058824,0,17,0,0.951149144,FALSE,0,237,1048,0.292436975
3.168704156,0.004342435,0.31558642,0.542857143,21,6,FALSE,266,21.80952381,0,21,0,0.956625917,FALSE,0,266,10400,0.184422922
2.831295844,0.024613878,0.353195164,0.304812834,34,6,FALSE,314,18.94117647,0,34,0,0.963374083,FALSE,0,314,52800,0.133388567
3.454767726,2.45E-04,0.28945506,0.80952381,15,7,FALSE,323,21.13333333,0,15,0,0.950904645,FALSE,0,323,894,0.310784314
3.393643032,0.009575474,0.294668588,0.466666667,6,7,FALSE,119,16.16666667,0,6,0,0.952127139,FALSE,0,119,33712,0.227699531
4.28606357,0,0.233314318,1,3,8,FALSE,48,7,0,3,0,0.934278729,FALSE,0,48,0,0.583333333
3.337408313,0.014089018,0.2996337,0.285714286,8,7,FALSE,209,15.875,0,8,0,0.953251834,FALSE,0,209,41814,0.183139535
4.056234719,0.001230583,0.246534057,0.238095238,7,8,FALSE,211,9,0,7,0,0.938875306,FALSE,0,211,1252,0.199335548
3.41809291,0.001651036,0.292560801,0.362637363,14,6,FALSE,365,14.28571429,0,14,0,0.951638142,FALSE,0,365,4644,0.223214286
4.853300733,1.66E-04,0.20604534,0.533333333,6,9,FALSE,65,10.16666667,0,6,0,0.922933985,FALSE,0,65,404,0.37654321
4.995110024,3.97E-05,0.200195791,0.821428571,8,9,FALSE,224,12.25,0,8,0,0.9200978,FALSE,0,224,32,0.510416667
4.86797066,2.94E-05,0.20542441,0.666666667,4,9,FALSE,295,9.75,0,4,0,0.922640587,FALSE,0,295,48,0.40625
4.750611247,0.001379459,0.210499228,0.5,4,9,FALSE,350,12.5,0,4,0,0.924987775,FALSE,0,350,1334,0.371212121
3.772616137,7.77E-04,0.265068049,0.392857143,8,6,FALSE,355,17.875,0,8,0,0.944547677,FALSE,0,355,1140,0.331018519
3.237163814,0.001294903,0.308912387,0.641025641,13,6,FALSE,397,28,0,13,0,0.955256724,FALSE,0,397,6374,0.29787234
3.608801956,0.00323723,0.277100271,0.277777778,9,6,FALSE,52,12.33333333,0,9,0,0.947823961,FALSE,0,52,6850,0.176190476
3.141809291,0.004621016,0.318287938,0.107142857,8,5,FALSE,112,14,0,8,0,0.957163814,FALSE,0,112,8552,0.174050633
3.62591687,0.004700369,0.275792313,0.178571429,8,6,FALSE,127,13.125,0,8,0,0.947481663,FALSE,0,127,11362,0.198076923
4.415647922,0,0.226467331,1,2,7,FALSE,175,8.5,0,2,0,0.931687042,FALSE,0,175,0,0.653846154
3.677261614,6.31E-04,0.271941489,0.285714286,8,6,FALSE,339,16.125,0,8,0,0.946454768,FALSE,0,339,920,0.206730769
3.515892421,9.99E-05,0.284422809,0.757575758,12,7,FALSE,53,21.75,0,12,0,0.949682152,FALSE,0,53,566,0.33984375
3.04400978,0.004181288,0.328514056,0.474637681,24,6,FALSE,91,22.08333333,0,24,0,0.959119804,FALSE,0,91,12034,0.170865633
3.053789731,0.004430171,0.32746197,0.529411765,18,6,FALSE,140,22.27777778,0,18,0,0.958924205,FALSE,0,140,13786,0.178222222
3.679706601,1.02E-04,0.271760797,0.694444444,9,7,FALSE,388,21,0,9,0,0.946405868,FALSE,0,388,246,0.326388889
3.569682152,0.002927796,0.280136986,0.304761905,15,6,FALSE,89,13.66666667,0,15,0,0.948606357,FALSE,0,89,11726,0.174358974
4.875305623,4.87E-05,0.205115346,0.5,4,9,FALSE,215,9,0,4,0,0.922493888,FALSE,0,215,72,0.397727273
4.161369193,0.001750974,0.240305523,0.166666667,4,7,FALSE,158,12.75,0,4,0,0.936772616,FALSE,0,158,10332,0.272222222
4.921760391,0,0.203179334,0,1,8,FALSE,269,7,0,1,0,0.921564792,FALSE,0,269,0,0
4.84596577,0,0.206357215,1,2,8,FALSE,331,5.5,0,2,0,0.923080685,FALSE,0,331,0,0.611111111
3,0.00724447,0.333333333,0.449275362,24,6,FALSE,288,23.91666667,0,24,0,0.96,FALSE,0,288,16994,0.169326241
3.156479218,0.003607734,0.316808675,0.351648352,14,6,FALSE,315,15.57142857,0,14,0,0.956870416,FALSE,0,315,7080,0.143518519
3.369193154,6.89E-04,0.296806967,0.675,16,7,FALSE,348,20.9375,0,16,0,0.952616137,FALSE,0,348,2032,0.271915584
2.904645477,0.007031799,0.344276094,0.277777778,9,6,FALSE,181,21.77777778,0,9,0,0.96190709,FALSE,0,181,19208,0.176684882
3.007334963,0.005052279,0.332520325,0.506666667,25,5,FALSE,192,22.12,0,25,0,0.959853301,FALSE,0,192,17454,0.190689655
3.031784841,0.003680457,0.32983871,0.60952381,15,5,FALSE,354,21.53333333,0,15,0,0.959364303,FALSE,0,354,11958,0.224305556
4.28606357,3.49E-05,0.233314318,0.666666667,4,7,FALSE,70,7.5,0,4,0,0.934278729,FALSE,0,70,38,0.416666667
3.577017115,0.002379193,0.279562543,0.454545455,11,6,FALSE,66,13.90909091,0,11,0,0.948459658,FALSE,0,66,10322,0.190535492
3.325183374,0.008651694,0.300735294,0.323529412,17,6,FALSE,84,19.52941176,0,17,0,0.953496333,FALSE,0,84,28348,0.181968114
4.273838631,3.20E-06,0.233981693,0.9,5,7,FALSE,131,13,0,5,0,0.934523227,FALSE,0,131,4,0.481481481
3.141809291,0.007634266,0.318287938,0.263736264,14,6,FALSE,306,16.5,0,14,0,0.957163814,FALSE,0,306,32614,0.203703704
3.528117359,7.02E-04,0.283437283,0.2,6,6,FALSE,311,23,0,6,0,0.949437653,FALSE,0,311,4238,0.281893004
3.349633252,0.005729172,0.298540146,0.285714286,8,6,FALSE,321,16.625,0,8,0,0.953007335,FALSE,0,321,14618,0.17798913
3.425427873,1.22E-05,0.291934333,0.933333333,10,6,FALSE,170,24.3,0,10,0,0.951491443,FALSE,0,170,48,0.352173913
3.992665037,0.015102655,0.250459277,0.242105263,20,7,FALSE,106,10.5,0,20,0,0.940146699,FALSE,0,106,43290,0.173333333
4.24205379,1.57E-04,0.23573487,0.666666667,4,7,FALSE,117,12.75,0,4,0,0.935158924,FALSE,0,117,432,0.411290323
4.400977995,2.68E-04,0.227222222,0.380952381,7,7,FALSE,367,13,0,7,0,0.93198044,FALSE,0,367,422,0.288888889
4.085574572,0.00127393,0.244763615,0.5,9,7,FALSE,375,14.77777778,0,9,0,0.938288509,FALSE,0,375,4960,0.223905724
3.26405868,0.002468357,0.306367041,0.545454545,11,6,FALSE,69,17,0,11,0,0.954718826,FALSE,0,69,5324,0.207317073
3.249388753,0.001850339,0.307750188,0.439393939,12,6,FALSE,102,15.91666667,0,12,0,0.955012225,FALSE,0,102,4598,0.175925926
3.408312958,0.003484106,0.293400287,0.466666667,10,6,FALSE,220,12,0,10,0,0.951833741,FALSE,0,220,9962,0.229411765
3.276283619,0.001509374,0.305223881,0.378787879,12,6,FALSE,234,17.16666667,0,12,0,0.954474328,FALSE,0,234,2348,0.16748366
2.943765281,0.012799735,0.339700997,0.341666667,16,5,FALSE,284,18.0625,0,16,0,0.961124694,FALSE,0,284,31178,0.157065217
4.327628362,0,0.231073446,1,3,7,FALSE,153,6.666666667,0,3,0,0.933447433,FALSE,0,153,0,0.606060606
3.410757946,0.005958766,0.293189964,0.321428571,8,6,FALSE,316,13.75,0,8,0,0.951784841,FALSE,0,316,15662,0.185810811
4.405867971,5.72E-04,0.226970033,0.428571429,8,7,FALSE,108,11.25,0,8,0,0.931882641,FALSE,0,108,2024,0.267857143
4.19804401,0.00417247,0.238206174,0.466666667,10,7,FALSE,332,11,0,10,0,0.93603912,FALSE,0,332,9878,0.2725
4.420537897,0.001796389,0.226216814,0.266666667,6,7,FALSE,352,9.166666667,0,6,0,0.931589242,FALSE,0,352,2084,0.252380952
3.740831296,2.41E-05,0.267320261,0,2,6,FALSE,341,14.5,0,2,0,0.945183374,FALSE,0,341,72,0.54
3.836185819,3.00E-04,0.26067559,0.333333333,6,6,FALSE,136,10.5,0,6,0,0.943276284,FALSE,0,136,256,0.260683761
4.420537897,2.71E-05,0.226216814,0,2,7,FALSE,407,11.5,0,2,0,0.931589242,FALSE,0,407,16,0.5
3.591687042,0.001124904,0.278420694,0.714285714,14,6,FALSE,107,18.07142857,0,14,0,0.948166259,FALSE,0,107,6590,0.244208494
3.596577017,2.43E-05,0.278042148,0.890909091,11,6,FALSE,198,20.81818182,0,11,0,0.94806846,FALSE,0,198,46,0.273923445
4.06601467,1.05E-04,0.24594107,0.3,5,7,FALSE,260,16.4,0,5,0,0.938679707,FALSE,0,260,184,0.298181818
3.58190709,0.001444993,0.279180887,0.638095238,15,6,FALSE,379,17.66666667,0,15,0,0.948361858,FALSE,0,379,6782,0.229437229
4.075794621,0.001367214,0.24535093,0.333333333,7,8,FALSE,77,10,0,7,0,0.938484108,FALSE,0,77,7802,0.249084249
4.046454768,0.001660725,0.247129909,0.533333333,6,8,FALSE,103,11.33333333,0,6,0,0.939070905,FALSE,0,103,9774,0.276422764
3.408312958,0.001958404,0.293400287,0.4,5,7,FALSE,294,19.6,0,5,0,0.951833741,FALSE,0,294,7424,0.285294118
4.611246944,2.35E-04,0.216861082,0.6,5,8,FALSE,317,7,0,5,0,0.927775061,FALSE,0,317,644,0.377777778
4.809290954,9.80E-05,0.207930859,0.7,5,9,FALSE,382,8,0,5,0,0.923814181,FALSE,0,382,158,0.333333333
3.569682152,0.005037392,0.280136986,0.571428571,7,6,FALSE,123,13,0,7,0,0.948606357,FALSE,0,123,14890,0.279503106
4.097799511,2.07E-04,0.244033413,0.133333333,6,7,FALSE,202,13.33333333,0,6,0,0.93804401,FALSE,0,202,756,0.273049645
4.085574572,0,0.244763615,0,1,7,FALSE,308,12,0,1,0,0.938288509,FALSE,0,308,0,0
3.674816626,1.58E-04,0.272122422,0.333333333,4,6,FALSE,95,25.25,0,4,0,0.946503667,FALSE,0,95,474,0.365942029
4.073349633,4.82E-04,0.245498199,0.333333333,9,7,FALSE,115,9.777777778,0,9,0,0.938533007,FALSE,0,115,546,0.254385965
3.361858191,0.001002289,0.297454545,0.285714286,8,7,FALSE,391,16.375,0,8,0,0.952762836,FALSE,0,391,3436,0.209935897
3.210268949,0.00271857,0.311500381,0.107142857,8,6,FALSE,88,18.875,0,8,0,0.955794621,FALSE,0,88,4462,0.172897196
4.139364303,5.28E-05,0.241582989,0.619047619,7,7,FALSE,329,13,0,7,0,0.937212714,FALSE,0,329,68,0.325
3.552567237,2.55E-05,0.281486579,0.6,5,7,FALSE,396,21.4,0,5,0,0.948948655,FALSE,0,396,60,0.319402985
3.618581907,0,0.276351351,1,2,7,FALSE,403,21,0,2,0,0.947628362,FALSE,0,403,0,0.538461538
3.97799511,3.70E-05,0.251382913,0.666666667,4,7,FALSE,93,11,0,4,0,0.940440098,FALSE,0,93,182,0.44
3.941320293,5.31E-04,0.253722084,0.238095238,7,7,FALSE,272,12,0,7,0,0.941173594,FALSE,0,272,908,0.223719677
3.349633252,0.001399814,0.298540146,0.357142857,8,7,FALSE,353,18.75,0,8,0,0.953007335,FALSE,0,353,3418,0.206043956
3.036674817,0.004062427,0.329307568,0.25,9,5,FALSE,238,20.88888889,0,9,0,0.959266504,FALSE,0,238,11118,0.194184839
3.444987775,0.00278065,0.290276792,0.178571429,8,7,FALSE,340,13.625,0,8,0,0.951100244,FALSE,0,340,11520,0.173076923
4.078239609,0,0.245203837,1,3,7,FALSE,141,10.33333333,0,3,0,0.938435208,FALSE,0,141,0,0.430555556
4.078239609,0,0.245203837,1,3,7,FALSE,101,10.33333333,0,3,0,0.938435208,FALSE,0,101,0,0.430555556
3.628361858,0.002282689,0.275606469,0.5,5,6,FALSE,303,17.2,0,5,0,0.947432763,FALSE,0,303,2508,0.296551724
4.924205379,0,0.203078451,1,2,8,FALSE,248,18.5,0,2,0,0.921515892,FALSE,0,248,0,0.711538462
4.990220049,0,0.200391965,0,1,8,FALSE,345,20,0,1,0,0.920195599,FALSE,0,345,0,0
4.914425428,0,0.203482587,1,4,8,FALSE,368,14,0,4,0,0.921711491,FALSE,0,368,0,0.5
4.496332518,0,0.22240348,1,3,7,FALSE,199,13,0,3,0,0.93007335,FALSE,0,199,0,0.481481481
3.564792176,0.004748684,0.280521262,0.214285714,8,6,FALSE,143,11.375,0,8,0,0.948704156,FALSE,0,143,7280,0.165441176
3.816625917,9.92E-04,0.262011531,0.285714286,7,6,FALSE,194,8.142857143,0,7,0,0.943667482,FALSE,0,194,3218,0.22007722
5.017114914,3.41E-05,0.199317739,0.333333333,3,8,FALSE,164,10.33333333,0,3,0,0.919657702,FALSE,0,164,38,0.454545455
3.332518337,0.002044427,0.300073368,0.666666667,4,6,FALSE,161,13,0,4,0,0.953349633,FALSE,0,161,4092,0.325
4.004889976,0,0.24969475,1,3,6,FALSE,327,7.666666667,0,3,0,0.9399022,FALSE,0,327,0,0.58974359
4.095354523,2.96E-04,0.244179104,0.619047619,7,7,FALSE,268,13,0,7,0,0.93809291,FALSE,0,268,994,0.279503106
3.894865526,9.83E-04,0.256748274,0.333333333,3,7,FALSE,299,9.333333333,0,3,0,0.942102689,FALSE,0,299,1040,0.391304348
3.902200489,6.35E-05,0.256265664,0.7,5,6,FALSE,338,7.4,0,5,0,0.94195599,FALSE,0,338,88,0.37
3.799511002,4.05E-04,0.263191763,0.4,5,6,FALSE,360,14,0,5,0,0.94400978,FALSE,0,360,382,0.293617021
