AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Eccentricity,EdgeCount,Indegree,IsSingleNode,name,NeighborhoodConnectivity,Outdegree,PartnerOfMultiEdgedNodePairs,selected,SelfLoops,shared name,Stress
3.632865937,3.516707669,0.275264768,0.008333333,7,30,16,FALSE,978,9.875,14,14,FALSE,0,978,1038357154
4.632694938,0,0.21585708,0,8,2,1,FALSE,979,16,1,1,FALSE,0,979,0
3.871922025,0.002326241,0.258269664,0,7,2,1,FALSE,980,36.5,1,0,FALSE,0,980,1327913
5.057968536,0.010933313,0.197707833,0,8,4,2,FALSE,981,3.5,2,2,FALSE,0,981,2054740
4.257694938,2.173019373,0.23486887,0,8,10,5,FALSE,982,5.4,5,5,FALSE,0,982,681399585
5.25752394,0,0.190203604,0,9,2,1,FALSE,983,5,1,1,FALSE,0,983,0
3.79121067,0.056729925,0.263767985,0.366666667,6,10,5,FALSE,984,70.83333333,5,4,FALSE,0,984,20753578
4.331908345,0,0.230845143,0,7,2,1,FALSE,985,25,1,1,FALSE,0,985,0
3.702633379,0.028007316,0.270078049,0,7,4,2,FALSE,986,32.5,2,2,FALSE,0,986,16709933
4.438440492,0.008588038,0.225304361,0,7,4,2,FALSE,987,9,2,2,FALSE,0,987,3046266
3.659028728,2.570107474,0.27329657,0.065934066,7,25,12,FALSE,988,20.71428571,13,11,FALSE,0,988,878270469
5.585841313,0,0.179024062,0,8,2,1,FALSE,989,7,1,1,FALSE,0,989,0
4.357900137,0,0.229468315,0,7,2,1,FALSE,990,27,1,1,FALSE,0,990,0
0,0,0,0,0,2,2,FALSE,991,3.5,0,0,FALSE,0,991,0
6.906976744,0,0.144781145,0,10,2,1,FALSE,993,3,1,1,FALSE,0,993,0
3.831566347,0.010356768,0.260989869,0,7,5,2,FALSE,994,31.33333333,3,2,FALSE,0,994,8279910
4.753932969,1.245298992,0.210352146,0,8,6,4,FALSE,995,4,2,2,FALSE,0,995,596643843
2.338577291,149.1713227,0.427610412,0.041526254,6,528,264,FALSE,905,47.209375,264,208,FALSE,0,905,64937069052
5.585841313,0,0.179024062,0,8,2,1,FALSE,996,7,1,1,FALSE,0,996,0
3.823187415,0.00581518,0.261561857,0.166666667,7,5,3,FALSE,997,53.66666667,2,2,FALSE,0,997,1919857
4.345246238,0,0.230136555,0,7,2,1,FALSE,999,23,1,1,FALSE,0,999,0
5.00752394,0,0.199699495,0,8,2,1,FALSE,1000,9,1,1,FALSE,0,1000,0
3.324555404,3.528710114,0.3007921,0.038461538,6,23,13,FALSE,1001,49.57142857,10,9,FALSE,0,1001,1230420667
4.324384405,0,0.231246787,0,7,2,1,FALSE,1002,14,1,1,FALSE,0,1002,0
4.324384405,0,0.231246787,0,7,2,1,FALSE,1003,14,1,1,FALSE,0,1003,0
4.632694938,0.009404866,0.21585708,0,8,3,2,FALSE,1004,15,1,1,FALSE,0,1004,6296383
0,0,0,0,0,1,1,FALSE,998,4,0,0,FALSE,0,998,0
3.796169631,0,0.263423423,1,7,4,2,FALSE,1006,77,2,2,FALSE,0,1006,0
4.315492476,0,0.231723263,0,7,2,1,FALSE,1007,18,1,1,FALSE,0,1007,0
4.021716826,6.902715364,0.248650028,0.047619048,7,13,6,FALSE,1008,9.428571429,7,6,FALSE,0,1008,1926062493
3.814124487,0.078497298,0.262183367,0,7,6,3,FALSE,1009,49.66666667,3,3,FALSE,0,1009,28053214
3.776504788,0.259142614,0.26479511,0.1,7,9,5,FALSE,1010,89.2,4,4,FALSE,0,1010,108649835
3.513850889,0.026295593,0.284588058,0.166666667,6,6,3,FALSE,1011,126.3333333,3,3,FALSE,0,1011,30991813
5.00752394,0.008439738,0.199699495,0,8,3,2,FALSE,1012,6,1,1,FALSE,0,1012,2772896
3.878590971,1.969770757,0.257825589,0.127272727,7,20,11,FALSE,1013,19.72727273,9,9,FALSE,0,1013,793787877
4.768980848,0,0.209688408,0,8,2,1,FALSE,1015,8,1,1,FALSE,0,1015,0
4.368844049,0,0.228893499,0,7,2,1,FALSE,1016,55,1,1,FALSE,0,1016,0
4.368844049,0,0.228893499,0,7,2,1,FALSE,1017,55,1,1,FALSE,0,1017,0
3.847298222,0,0.259922663,0,6,2,1,FALSE,807,128,1,1,FALSE,0,807,0
2.589774282,65.31978839,0.386134038,0.038802756,5,382,179,FALSE,1018,41.6712963,203,166,FALSE,0,1018,30222279239
3.50495896,1.126027949,0.285310045,0,6,9,3,FALSE,1019,51.33333333,6,3,FALSE,0,1019,460669630
3.839432285,1.812005937,0.260455173,0.05,7,8,4,FALSE,1020,17.6,4,3,FALSE,0,1020,767405503
4.728454172,0.051568869,0.211485607,0,8,5,2,FALSE,1021,8.666666667,3,2,FALSE,0,1021,8626270
4.823871409,0.001088541,0.207302375,0,8,3,1,FALSE,1022,4.5,2,1,FALSE,0,1022,315043
4.040526676,0.010051052,0.247492488,0,7,3,2,FALSE,1023,30,1,1,FALSE,0,1023,1982505
4.107387141,0,0.24346378,1,7,4,2,FALSE,1024,76,2,2,FALSE,0,1024,0
4.274623803,0.01233549,0.233938715,0,7,4,2,FALSE,1025,12.5,2,2,FALSE,0,1025,1873766
3.788645691,0.514038185,0.263946561,0.144444444,7,19,10,FALSE,1026,45.3,9,9,FALSE,0,1026,162402237
4.153385773,0,0.240767426,0,7,2,1,FALSE,1027,97,1,1,FALSE,0,1027,0
3.491621067,3.145468,0.286399922,0.019230769,7,24,13,FALSE,1028,38.84615385,11,11,FALSE,0,1028,1586331407
3.958447332,0,0.252624303,0,7,2,1,FALSE,1029,62,1,1,FALSE,0,1029,0
3.376880985,0,0.296131254,1,7,3,1,FALSE,1030,428.5,2,1,FALSE,0,1030,0
5.90748974,0,0.169276638,0,9,2,1,FALSE,1031,6,1,1,FALSE,0,1031,0
4.153385773,0,0.240767426,0,7,2,1,FALSE,1032,97,1,1,FALSE,0,1032,0
4.153385773,0,0.240767426,0,7,2,1,FALSE,1033,97,1,1,FALSE,0,1033,0
3.152701778,2.443187667,0.317188263,0.136363636,6,22,11,FALSE,1034,79,11,11,FALSE,0,1034,943147839
0,0,0,0,0,1,1,FALSE,1035,5,0,0,FALSE,0,1035,0
4.235636115,0.007223473,0.236092047,0.166666667,7,5,2,FALSE,1036,13,3,2,FALSE,0,1036,2182858
4.051983584,0.547319522,0.246792708,0,7,9,5,FALSE,1037,17.33333333,4,3,FALSE,0,1037,250516961
0,0,0,0,0,1,1,FALSE,1038,16,0,0,FALSE,0,1038,0
4.878419973,0,0.204984402,0,8,2,1,FALSE,1039,11,1,1,FALSE,0,1039,0
4.299589603,3.839751081,0.232580337,0.043956044,7,24,13,FALSE,1005,15.5,11,10,FALSE,0,1005,1926317325
3.697845417,0.602348714,0.270427746,0.05,7,7,2,FALSE,1040,23.8,5,2,FALSE,0,1040,337161091
0,0,0,0,0,1,1,FALSE,1041,239,0,0,FALSE,0,1041,0
4.632865937,0.00631038,0.215849112,0,8,4,2,FALSE,1042,11.5,2,2,FALSE,0,1042,1178897
3.37123803,1.976886419,0.296626934,0.172727273,6,21,11,FALSE,962,65.45454545,10,10,FALSE,0,962,1095010346
2.904069767,1.953280706,0.344344344,0.445054945,6,26,13,FALSE,1044,189.7142857,13,12,FALSE,0,1044,1586185523
5.280779754,0.0346425,0.189365974,0,8,4,2,FALSE,1045,9,2,2,FALSE,0,1045,5356591
3.494186047,0.439095204,0.286189684,0,7,4,1,FALSE,1046,56,3,1,FALSE,0,1046,97455031
4.153385773,0,0.240767426,0,7,2,1,FALSE,1047,97,1,1,FALSE,0,1047,0
4.07626539,0.147020563,0.245322594,0.166666667,7,8,4,FALSE,1048,14.75,4,4,FALSE,0,1048,100921579
4.017612859,0,0.248904022,0,7,2,1,FALSE,1049,40,1,1,FALSE,0,1049,0
4.097298222,0.121758302,0.244063269,0.166666667,7,6,3,FALSE,1050,39.33333333,3,3,FALSE,0,1050,52866781
3.988030096,0.018878219,0.250750364,0,7,4,2,FALSE,1051,24.5,2,2,FALSE,0,1051,8386004
2.594733242,8.21921162,0.385396072,0.141509434,6,62,8,FALSE,1052,110.6296296,54,8,FALSE,0,1052,4295901880
2.880300958,9.46003168,0.347185942,0.136524823,6,93,46,FALSE,1053,68.125,47,45,FALSE,0,1053,4866652892
4.658344733,0.961351878,0.214668527,0,8,4,2,FALSE,1054,5,2,2,FALSE,0,1054,409654924
5.021545828,0.012654887,0.199141865,0,8,3,2,FALSE,1055,6.5,1,1,FALSE,0,1055,4863859
5.02120383,1.238587006,0.199155428,0,8,4,2,FALSE,1056,4,2,2,FALSE,0,1056,338668471
3.987004104,0.008224727,0.250814891,0,7,4,2,FALSE,1057,22,2,2,FALSE,0,1057,1640175
4.228967168,0.074989191,0.236464356,0,7,6,3,FALSE,1014,15.66666667,3,3,FALSE,0,1014,38798923
3.37876197,3.37581496,0.295966395,0.036764706,7,31,15,FALSE,1043,26.47058824,16,14,FALSE,0,1043,1257481582
4.150307798,0,0.240945985,0,7,2,1,FALSE,1058,27,1,1,FALSE,0,1058,0
5.021545828,0,0.199141865,0,8,2,1,FALSE,1059,7,1,1,FALSE,0,1059,0
4.147058824,0,0.241134752,1,7,3,1,FALSE,1060,50,2,1,FALSE,0,1060,0
4.04753762,0,0.247063794,0,7,2,1,FALSE,1061,57,1,1,FALSE,0,1061,0
4.812756498,2.480619501,0.207781133,0,8,11,6,FALSE,1062,3.333333333,5,5,FALSE,0,1062,1152475152
4.16501368,0.036081072,0.24009525,0,7,6,3,FALSE,1063,18,3,3,FALSE,0,1063,9284784
4.142612859,0.311898093,0.241393544,0,7,8,4,FALSE,958,27.25,4,4,FALSE,0,958,69966637
4.224350205,1.418276778,0.236722798,0,8,10,6,FALSE,1065,14.16666667,4,4,FALSE,0,1065,660409929
3.60499316,0.014821175,0.277393037,0,7,8,4,FALSE,1066,40.75,4,4,FALSE,0,1066,10212035
4.368844049,0,0.228893499,0,7,2,1,FALSE,992,55,1,1,FALSE,0,992,0
4.018125855,1.264213179,0.248872244,0,7,6,4,FALSE,1068,28,2,2,FALSE,0,1068,418127544
4.333447332,5.89E-04,0.23076316,0,7,3,2,FALSE,1069,23,1,1,FALSE,0,1069,322141
4.130642955,0,0.242093062,0,7,2,1,FALSE,1070,31,1,1,FALSE,0,1070,0
5.812585499,0,0.17204048,0,9,2,1,FALSE,1071,6,1,1,FALSE,0,1071,0
3.700752394,0.0920318,0.270215322,0.2,7,10,5,FALSE,1073,39.6,5,5,FALSE,0,1073,33458862
4.267099863,0.146676006,0.234351206,0,7,8,4,FALSE,1074,19.5,4,4,FALSE,0,1074,51910765
5.579856361,0,0.179216083,0,9,2,1,FALSE,1075,11,1,1,FALSE,0,1075,0
0,0,0,0.5,0,2,2,FALSE,1076,10,0,0,FALSE,0,1076,0
4.861662107,0,0.205690971,0,8,2,1,FALSE,1077,10,1,1,FALSE,0,1077,0
4.489569083,12.5240685,0.222738526,0,7,22,11,FALSE,1078,1.636363636,11,11,FALSE,0,1078,2885306730
5.489398085,0,0.182169335,0,8,2,1,FALSE,1079,11,1,1,FALSE,0,1079,0
5.489398085,0,0.182169335,0,8,2,1,FALSE,1080,11,1,1,FALSE,0,1080,0
5.489398085,0,0.182169335,0,8,2,1,FALSE,1081,11,1,1,FALSE,0,1081,0
5.489398085,0,0.182169335,0,8,2,1,FALSE,1082,11,1,1,FALSE,0,1082,0
5.489398085,0,0.182169335,0,8,2,1,FALSE,1083,11,1,1,FALSE,0,1083,0
4.862346101,0.15798679,0.205662036,0,8,7,4,FALSE,1084,7,3,3,FALSE,0,1084,58663203
5.489398085,0,0.182169335,0,8,2,1,FALSE,1085,11,1,1,FALSE,0,1085,0
5.489398085,0,0.182169335,0,8,2,1,FALSE,1086,11,1,1,FALSE,0,1086,0
5.489398085,0,0.182169335,0,8,2,1,FALSE,1087,11,1,1,FALSE,0,1087,0
5.489398085,0,0.182169335,0,8,2,1,FALSE,1088,11,1,1,FALSE,0,1088,0
5.489398085,0,0.182169335,0,8,2,1,FALSE,1089,11,1,1,FALSE,0,1089,0
3.9916225,0,0.250524693,0,7,1,0,FALSE,1072,86,1,0,FALSE,0,1072,0
3.411764706,2.926239256,0.293103448,0.166666667,7,8,4,FALSE,1090,202.75,4,4,FALSE,0,1090,1441927827
0,0,0,0,0,1,1,FALSE,1091,25,0,0,FALSE,0,1091,0
3.39124487,3.78916298,0.294876967,0.064935065,6,34,12,FALSE,1092,17.40909091,22,12,FALSE,0,1092,1369580950
4.368502052,0,0.228911418,0.5,7,2,1,FALSE,1093,38.5,1,0,FALSE,0,1093,0
3.147400821,5.653987461,0.317722482,0.058712121,6,60,29,FALSE,1094,35.63636364,31,27,FALSE,0,1094,2577281517
3.097127223,0.508037483,0.322879859,0.214285714,6,12,4,FALSE,1095,170.125,8,4,FALSE,0,1095,242738073
4.891415869,1.689475345,0.204439783,0,8,6,3,FALSE,1096,3.333333333,3,3,FALSE,0,1096,524468044
5.89124487,0,0.169743411,0,9,2,1,FALSE,1097,3,1,1,FALSE,0,1097,0
3.874658003,4.929534591,0.258087294,0.019230769,7,25,13,FALSE,1100,22.07692308,12,12,FALSE,0,1100,1859227743
3.376538988,1.130278821,0.296161248,0.041666667,6,23,12,FALSE,1098,70.8125,11,7,FALSE,0,1098,408740047
3.588064295,0,0.278701806,0,6,2,1,FALSE,881,239,1,1,FALSE,0,881,0
3.902359781,0.012933182,0.256255204,0,7,4,2,FALSE,1099,36.5,2,2,FALSE,0,1099,8930723
3.872264022,0,0.258246854,0,7,2,1,FALSE,1101,57,1,1,FALSE,0,1101,0
4.488201094,0,0.222806416,0,7,2,1,FALSE,1102,19,1,1,FALSE,0,1102,0
4.376367989,0,0.22849998,0,7,2,1,FALSE,1103,20,1,1,FALSE,0,1103,0
3.796169631,0.140056313,0.263423423,0.071428571,7,11,5,FALSE,1104,25.57142857,6,4,FALSE,0,1104,38926787
4.344391245,0.03871274,0.230181847,0,7,5,2,FALSE,1105,13.66666667,3,2,FALSE,0,1105,15859646
4.20502736,0.009149855,0.237810581,0.5,7,4,2,FALSE,1106,38.5,2,2,FALSE,0,1106,2989616
3.643296854,0.41618033,0.274476673,0.071428571,7,13,6,FALSE,1107,26.57142857,7,6,FALSE,0,1107,171049916
3.872264022,0,0.258246854,0,7,2,1,FALSE,1108,57,1,1,FALSE,0,1108,0
4.501367989,0,0.222154688,0,8,2,1,FALSE,461,16,1,1,FALSE,0,461,0
4.040526676,0,0.247492488,0,7,2,1,FALSE,1109,34,1,1,FALSE,0,1109,0
5.231532148,0.453531313,0.191148591,0,8,4,2,FALSE,1110,2.333333333,2,1,FALSE,0,1110,150009257
5.344904241,0,0.187094091,0,8,2,1,FALSE,1111,2,1,1,FALSE,0,1111,0
3.405779754,0.587780963,0.293618517,0,7,5,2,FALSE,1112,268,3,2,FALSE,0,1112,225353647
3.258036936,0.580125096,0.306933291,0.3,6,10,5,FALSE,1113,164.5,5,4,FALSE,0,1113,213573243
3.838235294,0,0.260536398,1,7,4,2,FALSE,1114,39.5,2,2,FALSE,0,1114,0
0,0,0,0,0,2,2,FALSE,1116,32,0,0,FALSE,0,1116,0
3.872264022,0,0.258246854,0,7,2,1,FALSE,1117,57,1,1,FALSE,0,1117,0
4.378590971,0,0.228383973,0,8,2,1,FALSE,1118,17,1,1,FALSE,0,1118,0
3.773084815,1.160696302,0.265035123,0,7,11,6,FALSE,1119,27.33333333,5,5,FALSE,0,1119,665702813
4.150307798,0,0.240945985,0,7,2,1,FALSE,1120,27,1,1,FALSE,0,1120,0
4.284028728,0.026113054,0.233425139,0,7,4,2,FALSE,1121,14,2,2,FALSE,0,1121,4954692
4.611320109,0,0.216857641,0,8,2,1,FALSE,1122,9,1,1,FALSE,0,1122,0
0,0,0,0,0,1,1,FALSE,1123,5,0,0,FALSE,0,1123,0
3.958447332,0,0.252624303,0,7,2,1,FALSE,1124,62,1,1,FALSE,0,1124,0
3.914842681,0,0.255438106,0,7,2,1,FALSE,1125,65,1,1,FALSE,0,1125,0
4.130642955,0,0.242093062,0,7,2,1,FALSE,1126,31,1,1,FALSE,0,1126,0
4.254103967,0.011441431,0.235067128,0.333333333,7,5,2,FALSE,1127,15,3,2,FALSE,0,1127,3046593
3.356703146,0.373660559,0.29791136,0.095238095,6,14,7,FALSE,1128,62.71428571,7,7,FALSE,0,1128,141554571
4.302154583,0.014885014,0.232441671,0,8,6,3,FALSE,1129,9.333333333,3,3,FALSE,0,1129,4288840
3.82746238,0.038971017,0.261269714,0.166666667,7,6,2,FALSE,1130,33.25,4,2,FALSE,0,1130,13659209
3.833105335,0.106672194,0.260885082,0,7,4,2,FALSE,1132,39,2,2,FALSE,0,1132,53615839
3.995383037,0.266965884,0.250288894,0.166666667,7,7,3,FALSE,1133,11.25,4,3,FALSE,0,1133,163356631
3.384917921,0.298699801,0.295428138,0,6,6,3,FALSE,1134,93.33333333,3,3,FALSE,0,1134,102118127
0,0,0,0,0,1,1,FALSE,1136,795,0,0,FALSE,0,1136,0
0,0,0,0,0,1,1,FALSE,1137,795,0,0,FALSE,0,1137,0
0,0,0,0,0,1,1,FALSE,1138,27,0,0,FALSE,0,1138,0
5.257352941,0.70237251,0.19020979,0.125,8,11,6,FALSE,1139,18.44444444,5,2,FALSE,0,1139,274433629
0,0,0,0.5,0,4,4,FALSE,1140,28.25,0,0,FALSE,0,1140,0
0,0,0,0.5,0,2,2,FALSE,1141,8.5,0,0,FALSE,0,1141,0
0,0,0,0.5,0,2,2,FALSE,1142,8.5,0,0,FALSE,0,1142,0
4.939637483,0.442375801,0.202444006,0.236111111,8,10,6,FALSE,1143,23.55555556,4,1,FALSE,0,1143,183632026
0,0,0,0.5,0,2,2,FALSE,1144,8.5,0,0,FALSE,0,1144,0
3.949897401,0.90421461,0.253171133,0.3,7,8,6,FALSE,1145,32.66666667,2,2,FALSE,0,1145,271251335
5.062243502,0,0.197540873,0,8,2,1,FALSE,1146,19,1,1,FALSE,0,1146,0
3.688098495,1.6844425,0.271142433,0,7,5,2,FALSE,1147,40,3,1,FALSE,0,1147,610823457
4.371067031,0,0.228777091,0,7,2,1,FALSE,1135,11,1,1,FALSE,0,1135,0
0,0,0,0,0,1,1,FALSE,1148,17,0,0,FALSE,0,1148,0
4.687927497,0,0.213313879,0,8,2,1,FALSE,1149,4,1,1,FALSE,0,1149,0
4.410909713,0,0.226710603,0,7,2,1,FALSE,1150,21,1,1,FALSE,0,1150,0
0,0,0,0,0,1,1,FALSE,1151,21,0,0,FALSE,0,1151,0
4.491450068,0,0.222645245,0,8,2,1,FALSE,1152,13,1,1,FALSE,0,1152,0
4.58874829,0.005590227,0.217924353,0,8,4,2,FALSE,1067,9,2,2,FALSE,0,1067,1247991
5.75376197,0,0.173799334,0,9,2,1,FALSE,1153,4,1,1,FALSE,0,1153,0
3.267270862,0,0.30606584,1,6,4,2,FALSE,945,517,2,2,FALSE,0,945,0
3.560533516,0.198351366,0.280856786,0.198529412,6,19,17,FALSE,1154,66.64705882,2,2,FALSE,0,1154,93430165
0,0,0,0,0,1,1,FALSE,1155,56,0,0,FALSE,0,1155,0
3.958447332,0,0.252624303,0,7,2,1,FALSE,1156,62,1,1,FALSE,0,1156,0
3.848153215,0,0.259864913,0,7,2,1,FALSE,1157,65,1,1,FALSE,0,1157,0
5.785909713,0,0.172833668,0,9,2,1,FALSE,1158,5,1,1,FALSE,0,1158,0
3.327633379,7.116390118,0.300513875,0,6,11,6,FALSE,1159,74,5,5,FALSE,0,1159,2094605971
4.32746238,0,0.231082309,0,7,2,1,FALSE,1160,6,1,1,FALSE,0,1160,0
4.189295486,0,0.238703621,0,7,2,1,FALSE,1161,19,1,1,FALSE,0,1161,0
3.018638851,41.45486847,0.331275137,0.030382294,6,138,68,FALSE,1162,29.26760563,70,67,FALSE,0,1162,16383529791
5.017954856,0,0.199284376,0,8,2,1,FALSE,1163,4,1,1,FALSE,0,1163,0
4.128248974,0.045695914,0.242233452,0,7,4,2,FALSE,1164,17.5,2,2,FALSE,0,1164,13615692
3.570793434,1.233812301,0.280049804,0,6,6,3,FALSE,1165,82,3,3,FALSE,0,1165,469813312
3.540526676,2.01814856,0.282443854,0,6,8,4,FALSE,1166,80.75,4,4,FALSE,0,1166,778661498
4.491450068,0,0.222645245,0,8,2,1,FALSE,1167,13,1,1,FALSE,0,1167,0
4.176812585,1.06133397,0.239417015,0,7,6,3,FALSE,1168,13.33333333,3,3,FALSE,0,1168,370440833
4.772913817,0.012442362,0.209515621,0,8,3,2,FALSE,1170,67,1,1,FALSE,0,1170,3209296
6.021032832,0,0.166084462,0,9,2,1,FALSE,1171,2,1,1,FALSE,0,1171,0
0,0,0,0,0,1,1,FALSE,1172,43,0,0,FALSE,0,1172,0
0,0,0,0,0,1,1,FALSE,1173,33,0,0,FALSE,0,1173,0
3.811901505,0.004318936,0.262336264,0.833333333,7,6,3,FALSE,1174,36.33333333,3,3,FALSE,0,1174,1633026
4.817202462,0,0.207589365,0,8,2,1,FALSE,1175,11,1,1,FALSE,0,1175,0
3.762824897,0.171184825,0.265757782,0,7,7,3,FALSE,1176,13.75,4,3,FALSE,0,1176,81895265
4.297366621,0,0.232700649,0,7,2,1,FALSE,1177,29,1,1,FALSE,0,1177,0
0,0,0,0,0,1,1,FALSE,1178,3,0,0,FALSE,0,1178,0
3.825068399,1.828392134,0.261433233,0.166666667,7,5,2,FALSE,1179,51.33333333,3,2,FALSE,0,1179,887265173
4.148939808,0.705615313,0.24102543,0,7,3,1,FALSE,1180,50,2,1,FALSE,0,1180,261614881
3.836696306,0.036353384,0.260640906,0,7,4,2,FALSE,1181,40.5,2,2,FALSE,0,1181,11675234
4.017612859,0,0.248904022,0,7,2,1,FALSE,1182,40,1,1,FALSE,0,1182,0
5.062243502,0,0.197540873,0,8,2,1,FALSE,1169,19,1,1,FALSE,0,1169,0
0,0,0,0,0,1,1,FALSE,1184,7,0,0,FALSE,0,1184,0
3.218878249,12.09418444,0.310667233,0.046716004,6,70,39,FALSE,1185,32.63829787,31,23,FALSE,0,1185,4145798387
4.640731874,2.471040613,0.215483253,0,7,4,2,FALSE,1186,6.5,2,2,FALSE,0,1186,887617238
5.640218878,1.235710085,0.177298084,0,8,4,2,FALSE,1187,1.5,2,2,FALSE,0,1187,443784321
6.64004788,0,0.150601324,0,9,2,1,FALSE,1188,2,1,1,FALSE,0,1188,0
4.786422709,0,0.208924297,0,8,2,1,FALSE,1189,10,1,1,FALSE,0,1189,0
4.41501368,0.098680252,0.226499864,0,7,5,3,FALSE,1190,111.3333333,2,2,FALSE,0,1190,28699140
3.725718194,0.170791196,0.268404626,0.25,7,6,3,FALSE,1191,27.75,3,2,FALSE,0,1191,64763117
3.271032832,0.877459706,0.305713838,0.25,6,7,3,FALSE,1192,122.5,4,3,FALSE,0,1192,204031676
4.154069767,6.14E-04,0.240727782,0,7,3,1,FALSE,1193,10.5,2,1,FALSE,0,1193,75680
5.299418605,0,0.188699945,0,8,2,1,FALSE,1194,14,1,1,FALSE,0,1194,0
4.018467852,0,0.248851064,0,7,2,1,FALSE,1195,71,1,1,FALSE,0,1195,0
5.438098495,0.853154607,0.183887806,0,8,5,3,FALSE,1196,25.33333333,2,2,FALSE,0,1196,491369348
6.437927497,0.009609609,0.155329491,0,9,3,2,FALSE,1197,7.5,1,1,FALSE,0,1197,2022999
3.892612859,0.026940308,0.256896855,0,7,4,2,FALSE,1183,25.5,2,2,FALSE,0,1183,13935210
4.043946648,0.022220147,0.247283183,0,7,4,2,FALSE,1199,29.5,2,2,FALSE,0,1199,5369501
3.470930233,2.487451589,0.288107203,0,7,10,5,FALSE,1200,37.4,5,5,FALSE,0,1200,721545569
2.747948016,15.99098526,0.363907903,0.110443038,6,127,58,FALSE,1201,71.6,69,47,FALSE,0,1201,7359845671
4.018125855,1.239508007,0.248872244,0,7,5,3,FALSE,1202,38,2,2,FALSE,0,1202,465304443
2.999658003,0.983128446,0.333371337,0.3,6,29,14,FALSE,1204,128.0666667,15,14,FALSE,0,1204,704669167
4.017612859,0.20279097,0.248904022,0,7,3,1,FALSE,1205,36.5,2,1,FALSE,0,1205,69900805
5.176641587,0.00164332,0.193175437,0,8,3,2,FALSE,1206,2.5,1,1,FALSE,0,1206,319515
3.464603283,0.689077665,0.288633335,0.131868132,6,25,13,FALSE,1207,69.35714286,12,11,FALSE,0,1207,292403571
4.018467852,0,0.248851064,0,7,2,1,FALSE,1208,71,1,1,FALSE,0,1208,0
5.209131327,0.168074846,0.191970587,0,9,3,1,FALSE,1209,4.5,2,1,FALSE,0,1209,52243020
4.470759234,0,0.223675655,0,8,2,1,FALSE,1210,5,1,1,FALSE,0,1210,0
0,0,0,0,0,1,1,FALSE,1211,3,0,0,FALSE,0,1211,0
4.470759234,0,0.223675655,0,8,2,1,FALSE,1212,5,1,1,FALSE,0,1212,0
6.021887825,0.00678676,0.166060881,0,9,3,2,FALSE,1213,5.5,1,1,FALSE,0,1213,7331393
3.933823529,0.002200837,0.254205607,0,7,3,1,FALSE,1214,14,2,1,FALSE,0,1214,691536
4.018467852,0,0.248851064,0,7,2,1,FALSE,1215,71,1,1,FALSE,0,1215,0
5.017954856,0,0.199284376,0,8,2,1,FALSE,1216,3,1,1,FALSE,0,1216,0
2.86371409,39.49300729,0.349196871,0.03141136,6,160,81,FALSE,1217,38.73809524,79,76,FALSE,0,1217,13970480670
5.22879617,0,0.19124861,1,8,3,2,FALSE,1218,16,1,1,FALSE,0,1218,0
4.228967168,0.79752339,0.236464356,0.5,7,6,3,FALSE,1219,11,3,3,FALSE,0,1219,182206782
4.228967168,3.04E-04,0.236464356,0,7,3,1,FALSE,1220,25,2,1,FALSE,0,1220,127709
4.018467852,0,0.248851064,0,7,2,1,FALSE,1221,71,1,1,FALSE,0,1221,0
3.133207934,0.457394643,0.319161709,0.234848485,6,24,12,FALSE,1222,98.25,12,12,FALSE,0,1222,273393537
3.345930233,0,0.298870547,1,6,4,2,FALSE,1223,227,2,2,FALSE,0,1223,0
4.018467852,0,0.248851064,0,7,2,1,FALSE,1224,71,1,1,FALSE,0,1224,0
3.755300958,0,0.266290242,1,7,4,2,FALSE,1225,77.5,2,2,FALSE,0,1225,0
3.413303694,0.16885475,0.292971294,0.1,7,10,5,FALSE,1226,63.6,5,5,FALSE,0,1226,102441877
3.555745554,0.186499589,0.281234972,0.1,7,9,5,FALSE,1227,37.8,4,4,FALSE,0,1227,72278168
3.969733242,0,0.251906095,0,7,2,1,FALSE,1228,37,1,1,FALSE,0,1228,0
3.560533516,2.424504838,0.280856786,0,7,20,10,FALSE,1198,23,10,8,FALSE,0,1198,1037655838
4.011456908,0.016333355,0.249285988,0,7,4,2,FALSE,1229,41.5,2,2,FALSE,0,1229,6045774
4.558823529,0.089360061,0.219354839,0,8,5,3,FALSE,1230,7.666666667,2,2,FALSE,0,1230,44403329
4.452291382,0.033892148,0.224603449,0,8,6,3,FALSE,1231,10.33333333,3,3,FALSE,0,1231,6928153
4.040526676,0,0.247492488,0,7,2,1,FALSE,1232,34,1,1,FALSE,0,1232,0
4.345246238,0,0.230136555,0,7,2,1,FALSE,1233,23,1,1,FALSE,0,1233,0
4.874487004,0,0.205149793,0,8,2,1,FALSE,1234,13,1,1,FALSE,0,1234,0
3.958447332,0,0.252624303,0,7,2,1,FALSE,1235,62,1,1,FALSE,0,1235,0
3.797708618,0.108745641,0.263316673,0,7,5,2,FALSE,1237,39.66666667,3,2,FALSE,0,1237,35085221
0,0,0,0,0,2,2,FALSE,1238,6.5,0,0,FALSE,0,1238,0
3.698358413,1.501983841,0.270390235,0.027777778,7,16,7,FALSE,1239,20,9,7,FALSE,0,1239,545912335
4.29001368,0,0.23309949,0,7,2,1,FALSE,1240,7,1,1,FALSE,0,1240,0
